Property_URL,Address,Postcode,Description,Date_Listed,Bedrooms,Asking_Price,Last_Sold_Price,Last_Sold_v_Asking_Price,Last_Sold_Date,Tenure,Agent,Agent_Address,Agent_Phone_Number
https://www.rightmove.co.uk/property-for-sale/property-56156139.html,"Linley Avenue, Haxby, York, YO32 3NE",YO32 3NE,3 bedroom detached house,17 August 2018,3,285000,166500,118500,2003,,"Hunters, Haxby & Strensall Areas",,01904 200076
https://www.rightmove.co.uk/property-for-sale/property-77155223.html,Hob Stone Court,YO24 4BZ,3 bedroom terraced house,15 November 2018,3,240000,,,,Freehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-67341118.html,"Leetham House, Leetham Lane, York, YO1",YO1 7PE,2 bedroom apartment,05 September 2018,2,325000,,,,Leasehold,"Carter Jonas, York",,01904 200062
https://www.rightmove.co.uk/property-for-sale/property-68557870.html,"River Street, Clementhorpe, York",YO23 1AT,2 bedroom town house,15 November 2018,2,235000,,,,Freehold,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-77158376.html,"Moor Lane, Copmanthorpe",YO23 3TJ,3 bedroom terraced house,15 November 2018,3,200000,30000,170000,2000,Freehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-68553655.html,"Brentwood Crescent, York, YO10 5HU",YO10 5HU,2 bedroom bungalow,15 November 2018,2,130000,,,,,"Hunters, York",,01904 200050
https://www.rightmove.co.uk/property-for-sale/property-65306323.html,"Meadowfields Drive, Huntington, York, YO31",YO31 9HW,3 bedroom semi-detached bungalow,15 November 2018,3,335000,,,,,"YOUR MOVE  Anscombs, York",,01904 200034
https://www.rightmove.co.uk/property-for-sale/property-68101834.html,"Greengales Court, Wheldrake, York, YO19 6BX",YO19 6BX,3 bedroom detached house,22 October 2018,3,360000,,,,Freehold,"Hunters, York",,01904 200050
https://www.rightmove.co.uk/property-for-sale/property-58149387.html,"Girvan Close, Woodthorpe, York",YO24 2XR,4 bedroom detached house,16 November 2018,4,385000,335000,50000,2016,Freehold,"Churchills Estate Agents, Acomb",,01904 200063
https://www.rightmove.co.uk/property-for-sale/property-57213336.html,"Rydal Avenue, York",YO31 0LR,3 bedroom semi-detached house,11 October 2018,3,290000,,,,Freehold,"William H. Brown, York",,01904 200025
https://www.rightmove.co.uk/property-for-sale/property-66753193.html,"The Old Post Office, Northfield Terrace",YO24 2HT,5 bedroom terraced house,16 July 2018,5,359950,208000,151950,2007,Freehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-67946566.html,"Bishopgate Street, York YO23 1JH",YO23 1JH,3 bedroom terraced house,11 October 2018,3,599950,,,,,"Bishops Personal Agents, York",,01904 200081
https://www.rightmove.co.uk/property-for-sale/property-77184299.html,"The Garlands, York, YO30",YO30 6NZ,3 bedroom semi-detached house,16 November 2018,3,250000,185000,65000,2015,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-67954768.html,"New Walk Orchard, St Oswalds Road, Fulford, York",YO10 4PF,2 bedroom park home,12 October 2018,2,230000,,,,Leasehold,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-66344998.html,"York Road, York, YO32",YO32 3HJ,4 bedroom semi-detached house,12 July 2018,4,315000,,,,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-57226593.html,"Monarch Way, Sovereign Park, York",YO26 5TB,2 bedroom apartment,12 October 2018,2,165000,150000,15000,2016,,"Churchills Estate Agents, Acomb",,01904 200063
https://www.rightmove.co.uk/property-for-sale/property-74733815.html,"Horseman Drive, Copmanthorpe, YORK",YO23 3SN,3 bedroom semi-detached house,30 July 2018,3,255000,,,,,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-76331837.html,"Almsford Road, Acomb, York",YO26 5NT,3 bedroom semi-detached house,13 October 2018,3,260000,181000,79000,2014,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-57226695.html,"St Olaves Road, York",YO30 7AL,4 bedroom detached house,12 October 2018,4,625000,91000,534000,1996,Freehold,"Jackson-Stops, York",,01904 200067
https://www.rightmove.co.uk/property-for-sale/property-67975483.html,"Driffield Terrace, York, YO24",YO24 1EJ,8 bedroom terraced house,13 October 2018,8,2000000,875000,1125000,2004,Freehold,"Savills, York",,01904 200057
https://www.rightmove.co.uk/property-for-sale/property-57243957.html,"Keepers Way, Dunnington, York, YO19",YO19 5SQ,2 bedroom terraced house,12 October 2018,2,87500,42500,45000,2001,,"Hudson Moody, Dunnington",,01904 200154
https://www.rightmove.co.uk/property-for-sale/property-76360253.html,"Old Dike Lands, Haxby, York",YO32 2WN,3 bedroom bungalow,15 October 2018,3,350000,,,,,"Stephensons, Haxby",,01904 200060
https://www.rightmove.co.uk/property-for-sale/property-67976128.html,"Lansdowne Terrace, York, YO10",YO10 3EA,2 bedroom terraced house,13 October 2018,2,167500,161000,6500,2015,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-57286650.html,"Dikelands Lane, Upper Poppleton, York",YO26 6JB,3 bedroom detached bungalow,15 October 2018,3,325000,112000,213000,1996,,"Hudson Moody, Poppleton",,01904 200038
https://www.rightmove.co.uk/property-for-sale/property-66854950.html,"Folks Close, Haxby, York, YO32",YO32 3SP,3 bedroom detached bungalow,08 August 2018,3,350000,,,,,"Reeds Rains , Haxby",,01904 200048
https://www.rightmove.co.uk/property-for-sale/property-57290370.html,"Pear Tree Avenue, Upper Poppleton, York",YO26 6HH,4 bedroom detached house,15 October 2018,4,450000,,,,,"Hudson Moody, Poppleton",,01904 200038
https://www.rightmove.co.uk/property-for-sale/property-76366325.html,"Pottery Lane, YORK",YO31 8SW,2 bedroom end of terrace house,15 October 2018,2,185000,130500,54500,2011,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-76367255.html,"Rydal Avenue, York",YO31 0LS,3 bedroom semi-detached house,15 October 2018,3,255000,150000,105000,2007,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-67992349.html,"Clarence Street, York",YO31 7EW,4 bedroom town house,15 October 2018,4,615000,,,,Freehold,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-76373564.html,"Clifford Street, York, YO1",YO1 9RJ,Property,15 October 2018,,675000,,,,,"Carter Jonas, York",,01904 200062
https://www.rightmove.co.uk/property-for-sale/property-76308755.html,"Queen Annes Road, Bootham York, YO30",YO30 7AA,4 bedroom town house,16 October 2018,4,475000,,,,Freehold,"Chestnut Solutions Property Specialists, York",,01904 200004
https://www.rightmove.co.uk/property-for-sale/property-76396409.html,"Black Horse Lane, York, YO1 7NE",YO1 7NE,2 bedroom apartment,16 October 2018,2,275000,,,,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-68039896.html,"Coningham Avenue, York, North Yorkshire, England, YO30",YO30 5NH,4 bedroom detached house,18 October 2018,4,300000,249995,50005,2006,Freehold,"Bridgfords, York",,01904 200065
https://www.rightmove.co.uk/property-for-sale/property-76512878.html,"Joseph Terry Grove, York",YO23 1PX,2 bedroom flat,19 October 2018,2,300000,,,,,"Doorsteps.co.uk, National ",,01298 445019
https://www.rightmove.co.uk/property-for-sale/property-68218504.html,"Layerthorpe, York, YO31 7XU",YO31 7XU,3 bedroom semi-detached house,29 October 2018,3,150000,,,,,"Hunters, York",,01904 200050
https://www.rightmove.co.uk/property-for-sale/property-57237045.html,"Oak Tree Close, Strensall",YO32 5TE,4 bedroom detached house,31 August 2018,4,475000,310000,165000,2004,Freehold,"Wishart Estate Agents, York",,01904 200000
https://www.rightmove.co.uk/property-for-sale/property-74875433.html,"Green Acres, Huntington, YORK",YO32 9QB,2 bedroom semi-detached bungalow,07 August 2018,2,229950,136000,93950,2004,,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-76764560.html,"Fulford Road, York YO10 4BE",YO10 4BE,3 bedroom town house,29 October 2018,3,550000,490000,60000,2015,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-76763792.html,"Almsford Road, Acomb, York",YO26 5NY,2 bedroom semi-detached bungalow,29 October 2018,2,220000,140000,80000,2014,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-68224513.html,"Foxton, Woodthorpe, YO24",YO24 2SP,3 bedroom semi-detached house,29 October 2018,3,230000,182500,47500,2004,Freehold,"Indigo Greens, York",,01904 200117
https://www.rightmove.co.uk/property-for-sale/property-57631824.html,"Baile Hill Terrace, York, YO1",YO1 6HF,2 bedroom terraced house,30 October 2018,2,350000,,,,Freehold,"Lancaster Samms, York",,01904 200091
https://www.rightmove.co.uk/property-for-sale/property-57237009.html,"Weavers Park, Copmanthorpe",YO23 3XA,4 bedroom detached house,31 August 2018,4,355000,,,,Freehold,"Wishart Estate Agents, York",,01904 200000
https://www.rightmove.co.uk/property-for-sale/property-76391966.html,"Hallcroft Lane, Copmanthorpe, York, YO23 3UQ",YO23 3UQ,5 bedroom detached house,16 October 2018,5,795000,390000,405000,2014,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-68229100.html,"Almsford Drive, Acomb, York",YO26 5NY,2 bedroom semi-detached bungalow,30 October 2018,2,225000,129950,95050,2012,Freehold,"Martin & Co, York - Lettings & Sales",,01904 200098
https://www.rightmove.co.uk/property-for-sale/property-76441037.html,"Park Crescent, York, YO31",YO31 7NU,2 bedroom terraced house,17 October 2018,2,265000,202000,63000,2016,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-68235058.html,"Tennent Road, York, YO24",YO24 3HQ,4 bedroom semi-detached house,30 October 2018,4,249950,,,,,"Reeds Rains , Acomb",,01904 200089
https://www.rightmove.co.uk/property-for-sale/property-56787744.html,"Willow Glade, Huntington, York, YO32",YO32 9NJ,2 bedroom semi-detached bungalow,30 October 2018,2,220000,155000,65000,2013,Freehold,"Lancaster Samms, York",,01904 200091
https://www.rightmove.co.uk/property-for-sale/property-55537866.html,"Mallard Way, Haxby, York, YO32",YO32 3NG,2 bedroom semi-detached house,30 October 2018,2,240000,,,,,"Reeds Rains , Haxby",,01904 200048
https://www.rightmove.co.uk/property-for-sale/property-67457755.html,"Fulford Mews, Fulford, York, YO10",YO10 4QB,2 bedroom bungalow,12 September 2018,2,375000,92000,283000,1999,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-57641748.html,"Hallgarth Close, Main Street, Nether Poppleton, York",YO26 6HS,4 bedroom detached house,30 October 2018,4,725000,,,,,"Jackson-Stops, York",,01904 200067
https://www.rightmove.co.uk/property-for-sale/property-66950752.html,"Yearsley House, Fossway, York",YO31 8SZ,2 bedroom apartment,14 August 2018,2,160000,,,,Leasehold,"Martin & Co, York - Lettings & Sales",,01904 200098
https://www.rightmove.co.uk/property-for-sale/property-76042838.html,"Heron House, Brinkworth Terrace, York, North Yorkshire, YO10",YO10 3DE,2 bedroom flat,02 October 2018,2,175000,195450,-20450,2004,,"Bridgfords, York",,01904 200065
https://www.rightmove.co.uk/property-for-sale/property-56056359.html,"Wetherby Road, York",YO26 5BU,4 bedroom detached house,13 August 2018,4,350000,,,,,"Hudson Moody, Poppleton",,01904 200038
https://www.rightmove.co.uk/property-for-sale/property-57237027.html,"Cherry Wood Crescent, York",YO19 4QN,3 bedroom detached bungalow,05 October 2018,3,328000,,,,Freehold,"Wishart Estate Agents, York",,01904 200000
https://www.rightmove.co.uk/property-for-sale/property-68247430.html,"Fairfax Croft, York, YO23",YO23 3XS,2 bedroom town house,31 October 2018,2,190000,,,,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-68243392.html,"Knavesmire Crescent, York YO23 1ET",YO23 1ET,4 bedroom terraced house,30 October 2018,4,399950,217500,182450,2003,,"Bishops Personal Agents, York",,01904 200081
https://www.rightmove.co.uk/property-for-sale/property-76803116.html,"Chase Side Court, York, YO24",YO24 2NN,2 bedroom terraced house,31 October 2018,2,175000,144950,30050,2014,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-67280749.html,"Abbots Gait, Huntington York",YO32 9SX,4 bedroom semi-detached bungalow,31 October 2018,4,305000,,,,Freehold,"Y Homes, York",,01904 200070
https://www.rightmove.co.uk/property-for-sale/property-68261356.html,"Farriers Chase, Strensall, York, YO32",YO32 5TG,3 bedroom detached bungalow,31 October 2018,3,650000,,,,,"YOUR MOVE  Anscombs, York",,01904 200034
https://www.rightmove.co.uk/property-for-sale/property-76806632.html,"Barkston Grove, York, YO26",YO26 5AT,3 bedroom semi-detached house,31 October 2018,3,220000,137500,82500,2006,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-57661320.html,"Princess Drive, York, YO26 5SY",YO26 5SY,2 bedroom town house,31 October 2018,2,215000,175000,40000,2014,,"Hudson Moody, Poppleton",,01904 200038
https://www.rightmove.co.uk/property-for-sale/property-68257345.html,"Severn Green, York, YO26",YO26 6RJ,4 bedroom detached house,31 October 2018,4,280000,99950,180050,2000,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-68266243.html,"Poplar Street, York, YO26",YO26 4SG,2 bedroom end of terrace house,31 October 2018,2,165000,134950,30050,2013,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-67758046.html,"Mount Parade, York, YO24",YO24 4AP,4 bedroom end of terrace house,01 July 2018,4,720000,180000,540000,1997,Freehold,"Savills, York",,01904 200057
https://www.rightmove.co.uk/property-for-sale/property-73127384.html,"St. James Mount, York, North Yorkshire, YO23",YO23 1EL,2 bedroom apartment,31 October 2018,2,225000,128000,97000,2009,Freehold,"Redmove, York",,01904 200058
https://www.rightmove.co.uk/property-for-sale/property-68268931.html,"Richardson Street, York, YO23",YO23 1JU,3 bedroom house,31 October 2018,3,465000,175000,290000,2003,Freehold,"Carter Jonas, York",,01904 200062
https://www.rightmove.co.uk/property-for-sale/property-57689082.html,"Thorntree Grove, YORK",YO30 6RB,3 bedroom detached house,31 October 2018,3,299950,203000,96950,2013,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-57690891.html,"Moss Street, Blossom Street, York YO23 1BR",YO23 1BR,3 bedroom terraced house,31 October 2018,3,300000,,,,Freehold,"EweMove, York",,01904 200147
https://www.rightmove.co.uk/property-for-sale/property-67341013.html,"Neville Street, Off Haxby Road, York, YO31",YO31 8NP,3 bedroom terraced house,01 November 2018,3,270000,,,,,"YOUR MOVE  Anscombs, York",,01904 200034
https://www.rightmove.co.uk/property-for-sale/property-75006047.html,"Paragon House, Fawcett Street, YORK",YO10 4BZ,2 bedroom apartment,16 August 2018,2,250000,197500,52500,2005,,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-68280712.html,"Hilda Street, York, YO10",YO10 3DX,3 bedroom end of terrace house,31 October 2018,3,220000,116200,103800,2005,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-68287087.html,"Grosvenor Terrace, York",YO30 7BF,5 bedroom terraced house,01 November 2018,5,500000,,,,,"Peter Moody & Company, York",,01904 200094
https://www.rightmove.co.uk/property-for-sale/property-57467640.html,"Balmoral Terrace, York",YO23 1HR,1 bedroom property,05 September 2018,1,219000,,,,,"Bishops Personal Agents, York",,01904 200081
https://www.rightmove.co.uk/property-for-sale/property-55907487.html,"Peel Close, York, North Yorkshire, YO10",YO10 5EN,Studio flat,06 August 2018,Studio,115000,75000,40000,2005,Leasehold,"Redmove, York",,01904 200058
https://www.rightmove.co.uk/property-for-sale/property-64594156.html,"Beckfield Lane, York, YO26",YO26 5PN,3 bedroom semi-detached house,01 November 2018,3,270000,,,,,"Reeds Rains , Acomb",,01904 200089
https://www.rightmove.co.uk/property-for-sale/property-76678553.html,"Vyner House, Acomb, York",YO24 3DW,1 bedroom apartment,25 October 2018,1,119950,,,,Leasehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-76810979.html,Burnholme Avenue,YO31 0LX,3 bedroom semi-detached house,01 November 2018,3,285000,190000,95000,2018,Freehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-68164570.html,"Murray Street, Holgate, YO24",YO24 4JA,3 bedroom terraced house,25 October 2018,3,300000,,,,Freehold,"Indigo Greens, York",,01904 200117
https://www.rightmove.co.uk/property-for-sale/property-68280706.html,"Herbert Street, York, YO10",YO10 3EJ,5 bedroom end of terrace house,31 October 2018,5,300000,151500,148500,2007,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-68166064.html,"St. James Croft, York, YO24",YO24 2QD,2 bedroom flat,25 October 2018,2,155000,,,,,"Reeds Rains , Acomb",,01904 200089
https://www.rightmove.co.uk/property-for-sale/property-76818125.html,"Lesley Avenue, Fulford, York",YO10 4JS,2 bedroom apartment,01 November 2018,2,170000,44000,126000,1997,Leasehold,"Ashtons Estate Agents, York City",,01904 200093
